sample_id	1	2	3
7796806090_R04C01	-7.983604806193279	2.6807665313273077	5.093275738597083
6285633051_R04C01	-3.997008361712396	-2.892941612492256	4.080041457202065
9993943017_R04C02	0.44407946007834476	-1.1415184457909386	-2.552099688461926
7796806090_R03C01	-8.680382771299735	10.08273157739192	1.6439866536324175
3999997079_R01C02	8.478680107891353	3.994942844653471	-10.624722711764967
7796806055_R02C01	-8.755481411057742	1.4629163069534912	6.736099190891028
7796806109_R05C01	-9.164738443344104	-5.046269903784718	-10.082835683152801
7796806090_R05C01	6.787409196616326	-12.544751070362041	2.498966989731813
9283265058_R05C02	9.800435989234826	5.265578017880618	-3.1781201796009912
9422491072_R06C02	-5.123902458880883	11.009133220236757	2.3470319620417226
6005486021_R06C01	-13.125578037047317	9.19433968623792	4.0428966054097115
9422491072_R06C01	4.131660573212366	-7.438663374956772	-10.931761217660217
9283265077_R01C02	-9.568632992137156	7.4572484578459175	4.969143379450068
6057833101_R04C01	-8.090163419857792	-3.9712436115526013	2.750526533576655
9305216146_R06C01	-8.248826428193928	3.1457319887609723	7.463769495486108
9305216132_R02C02	-5.341734568425568	-8.633046201966371	-2.2163648276978143
9993943017_R01C01	-0.5422402300279564	-8.063435713341184	7.588124248106874
9305216132_R04C02	8.726024089451265	10.686322909471436	-0.22232562618553245
9422492113_R03C01	0.2715616107995614	0.29112925201751677	10.209786254467325
8784241071_R01C01	-7.716999460719155	5.709835536740446	8.63025848180258
9422491072_R02C02	-7.762618566298311	9.390268724322906	2.8966882215051015
6004791020_R01C01	8.9340774567465	-3.5864345749157978	-6.26889577098746
9283265014_R01C01	-2.239512839801976	-13.060412967823202	3.7944073379915837
9630789227_R01C02	3.6110976364259946	0.35088535580981783	9.870375995524173
9993943017_R04C01	-6.572516639047808	4.919524182379936	5.5761185525753225
8784241071_R02C01	-10.309245477147883	-6.228284006819453	0.3919899543421714
9426020160_R04C01	-7.432884072433238	-4.302977534243415	-2.504266626098743
8784241071_R02C02	-9.552424303843164	-5.617044749725891	-0.1982065852516509
8784241036_R04C02	-7.830775227359798	-5.386829624189865	-6.311152752471034
9283265014_R04C02	9.112090651116926	-5.859028192661621	7.657369955281722
9993943013_R02C02	4.040476283267493	-5.845247045310436	1.3645740863868894
9630789239_R02C01	14.232194923299389	-4.206136153255135	-0.026261626832382323
9993943013_R03C02	2.989765651973414	4.626967369606711	-11.044466504850966
8784241046_R05C01	1.6374594182856295	4.4868036445120945	-10.991391494970907
8784241071_R03C01	-4.901633053738487	-4.001756423185532	-3.0875021503019697
9283265077_R05C01	-0.2267191294893532	-7.474617189758339	-9.158581517020938
9283265058_R06C02	2.8913358484158342	-1.5489363506453888	-8.43385755150239
9305216146_R05C02	-1.9861969223003408	7.342649229111193	12.488324608238448
9283265077_R02C01	-8.78457717389302	4.898782859446694	10.62975355433448
9305216132_R03C02	-10.142631804724598	8.656169753790564	0.19680303699673088
6042324072_R02C01	-11.966192819667981	2.318131094101226	8.055048236838063
9283265077_R04C02	0.222263348849344	16.193438423919865	1.5649539699791712
9305216147_R02C01	-1.9533323627092345	2.68021175790433	6.144772064157407
9422491072_R01C02	10.03658385121981	1.6170908118538025	-6.4296380607877435
7796806088_R01C02	0.8661807511797627	-0.8108038697210994	9.985498624963723
9283265077_R06C01	-8.91196855502307	-7.334463752330734	-4.931880954955693
7796806088_R05C02	-2.83789325869712	0.0877241027138157	4.299386199690648
9422491072_R03C01	-5.979206000612113	2.0042493234452867	12.284038279864271
7796806088_R06C02	-10.022147658727647	10.012363271837268	1.988273241940218
7796806088_R06C01	-11.915274542451108	5.740407654248497	11.32479598556698
9283265014_R03C01	-4.769242817113041	14.905693100320693	-1.7477419128900842
9422491074_R02C01	-6.935084442525	6.876495079164468	0.12166025859383404
9426020160_R05C01	17.5255767420443	-3.95171896183584	9.549720906118178
8784241046_R06C01	-7.558533928879714	14.49341785593344	8.789698215194653
8784241036_R03C02	-3.5564871858255205	15.681994161149092	2.948304524076476
9305216146_R04C01	-7.372107121739709	2.2796442423062273	6.882380117935304
8784241046_R02C01	-9.62369531958037	7.846495528844128	2.8074132360754165
8784241046_R06C02	16.728634396444455	13.038008099868637	0.16338406436944827
8784241059_R05C02	6.796406173922058	6.451047676986428	-12.466473746454056
9630789239_R01C01	0.9248128255873347	10.685600150719651	9.838368728303093
9305216132_R05C01	-5.112169397334604	-1.0225785659392284	0.5886574897353072
9422492089_R01C02	6.463816884606201	6.071914046478648	2.0616584155934734
9993943013_R05C02	-4.210538048202556	16.065798141341357	6.947329463996372
9993943017_R02C02	5.801144702507408	-9.57228614885774	-0.047440884669606186
9422491074_R05C01	9.47920174220463	-2.033466815226269	-1.4372759563405788
9283265077_R03C02	-4.278331668422717	6.631094669349362	13.756177515782884
9422491072_R02C01	-8.806102874344209	6.070398958452716	9.528996427587144
9993943017_R02C01	8.497930895844366	0.6748424820055788	7.898475525885587
9283265014_R05C02	-4.46444262855938	3.253673100489731	7.52191603970053
7796806055_R05C01	9.022774814857376	-7.721758164810322	-5.876917076903763
9993943005_R01C01	-0.40214536488275554	1.3383216906813162	-0.9166662542856543
6042324070_R03C01	-7.220199751692706	-6.148515051055071	6.6507197723179505
7796806103_R03C02	11.980069734434778	-8.856375804610161	-2.8240988474377398
7796806109_R06C01	0.38836698991500335	-1.4311018724051219	6.90032356414003
9630789227_R04C02	-7.259421856075532	-7.809244432028592	-5.982794526065827
3999997079_R05C01	-0.25892199535502985	-4.109120103905058	0.2703059951831536
9283265077_R02C02	5.125701403058477	-5.4353613363552755	1.8164806205163135
9283265077_R01C01	-0.4807251765519785	3.076191941368628	5.1765411342498036
8784241059_R01C02	2.2332389522529863	-12.338120775596218	4.431943818441918
8784241059_R06C02	11.984376111209915	-0.9444143929699118	-0.5679123755167167
8784241036_R02C02	0.6241406049459083	-13.958821213262663	2.6267612563826988
9422491074_R04C01	-5.496569959284296	1.2206339909968775	6.585241335593226
9283265014_R02C02	22.59297190504975	9.16154955709053	-6.638124376825028
7796806109_R04C01	-9.972378071751393	5.069889737660936	6.86369045012719
9422492113_R06C01	-9.272411867564417	3.152715406941526	1.7482649887914867
9305216146_R01C02	16.72185827085242	-5.519840969434065	-1.1314349740506413
8784241046_R03C01	1.508605107111813	3.86290964138629	-11.948239106112993
7796806109_R02C01	10.895394745592858	6.352849332567623	-12.39504359721455
9993943013_R04C02	5.858940883132083	-7.244078265169771	14.4958617110558
9422492089_R03C02	3.375949354747495	-14.453860929141397	0.7809337473108234
9305216132_R06C01	6.966899399782744	-7.633171755025032	2.072324403605757
8784241036_R05C02	-0.48467003494836686	9.92327538896089	3.324454403629195
7796806055_R04C01	3.924245370304193	-5.9372759841578695	-7.471870469987643
8784241046_R01C02	-7.963251574331835	5.81086669152724	-1.1345648735827225
3999997079_R02C01	-8.534888875403386	2.573956311891198	-10.542893407994436
7796806032_R03C02	-1.6057638677568338	14.521128210402917	-2.4641151543181317
9283265014_R03C02	12.606399037013942	-9.1488867073448	0.4585152975944959
7796806088_R04C02	-10.48575858496531	1.33462980166024	-6.225210998332341
9422491072_R03C02	3.034197840479641	-1.2713343754721014	-11.497633111605367
7796806055_R01C01	-5.9491730656903	6.8418337587067946	2.906035029985525
9422491074_R01C01	-1.2079700220902594	7.836421837295529	8.090234849152859
9426020160_R01C02	7.1395618438026895	10.332582716887291	4.314489437314116
7796806090_R02C01	-7.285500507817943	7.826934758133358	8.899964903007328
9305216132_R06C02	-10.166262539920766	10.020745019886988	4.604387391957019
9993943013_R01C02	7.802466548397905	6.636470922352517	4.822011096798422
9993943017_R06C02	-8.061143644963662	12.376162609930711	7.399526880492423
9993943017_R03C02	0.7449978161955366	1.3697132219221668	7.042618129488901
7796806090_R06C01	-5.052263490722895	14.88513531601044	1.9860451005598865
8784241036_R05C01	-2.0391259444975938	4.5619948244119195	-0.5874205870819637
9993943005_R02C02	5.76506068284159	1.7469964193511527	8.379014325235266
9993943013_R01C01	-9.768684325532652	6.187787348657827	0.7655829738904645
3999997079_R03C01	0.48737380050162515	-1.1286263953939646	13.98849239190194
9305216146_R02C02	-9.563066738874289	8.49394441030509	4.052120961538928
9283265077_R06C02	13.746110126652207	1.4970248701532416	-5.370941702888617
9426020160_R04C02	1.348553192537879	-8.402712025607059	5.7265145631105465
