	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
7796806090_R04C01	0.12431955337524414	0.8387699127197266	4.737875938415527	0.34038257598876953	0.0	1.6471741199493408	2.034409761428833	1.44944429397583	0.30480504035949707	0.08445262908935547	0.0	0.0	0.0	0.0	0.1793379783630371	2.2619166374206543	0.5470395088195801	0.17215609550476074	2.842989206314087	0.0	0.0	2.263716697692871	3.172769784927368	2.405857563018799	0.0	1.7727537155151367	0.648468017578125	0.7320243716239929	0.0	1.5355218648910522	0.0	0.0	0.0	0.0	0.0	0.0	0.9161891937255859	1.988372802734375	2.6952505111694336	0.08985066413879395	0.1869964599609375	0.0	0.0	2.0119404792785645	0.0	1.0913825035095215	0.0	0.7080764770507812	2.1091203689575195	1.2455953359603882	0.0	2.217334747314453	0.40834981203079224	0.0	2.516575813293457	0.0	0.9054418802261353	1.6879446506500244	0.9515237808227539	2.1838271617889404	0.0	0.0	0.4905586242675781	3.0599365234375	0.21479034423828125	2.7152793407440186	1.6867718696594238	0.7831377983093262	3.0134763717651367	0.17705883085727692	1.668248176574707	3.5652999877929688	0.0	0.0	2.9371862411499023	1.1059532165527344	0.0	3.088608741760254	3.3367137908935547	0.0	0.2769268751144409	0.4503307342529297	0.0	0.942528247833252	0.045319557189941406	0.0	1.3056392669677734	0.0	0.0	0.0	0.0	0.18351459503173828	0.0	0.0	0.0	0.10320210456848145	0.0	2.0772314071655273	0.0	0.0
6285633051_R04C01	1.1482939720153809	1.7596158981323242	4.312159538269043	1.4229469299316406	0.03419208526611328	0.9832520484924316	1.4177050590515137	1.8060693740844727	1.2580173015594482	1.456273078918457	0.0	0.0	0.0	0.9086449146270752	0.8047046661376953	1.4086652994155884	0.9888191223144531	1.551340103149414	2.7847483158111572	1.1192669868469238	0.0	1.18524169921875	2.9774081707000732	1.933031678199768	0.0	1.833539366722107	0.17236614227294922	0.0	0.0	0.4745802879333496	0.0	0.8906784057617188	0.0	0.9240860939025879	0.19490575790405273	0.24391067028045654	1.4263238906860352	1.462209701538086	2.0716047286987305	0.0	0.0	0.0	0.0	1.7826496362686157	0.0	1.0798487663269043	0.5831520557403564	1.965311050415039	1.3087725639343262	0.5986083745956421	0.0	2.866098403930664	0.0	0.0	2.1921987533569336	0.9222540855407715	1.0390632152557373	0.9295275211334229	2.154958724975586	1.4846386909484863	1.7299222946166992	0.0	1.0804662704467773	2.6589508056640625	1.230149745941162	2.680143117904663	3.070340633392334	0.5101361274719238	1.9749956130981445	0.0	2.1823482513427734	4.347757339477539	0.4957531690597534	0.0	2.084183692932129	2.6015825271606445	0.0	2.802313804626465	2.748032569885254	0.0	0.0	0.0	0.6334743499755859	0.5579419136047363	1.4838809967041016	1.0829744338989258	2.2301225662231445	0.0	0.0	0.7381138801574707	0.033338069915771484	0.09083938598632812	0.0	0.0	0.18407797813415527	0.3872203826904297	0.0	1.3490581512451172	1.1764593124389648	0.0
9993943017_R04C02	1.940380573272705	1.9833984375	0.8541908264160156	2.5167651176452637	0.7137327194213867	0.4869120121002197	0.0	2.01318359375	1.9806864261627197	1.1446466445922852	0.0	0.0	0.6420459747314453	2.237180471420288	0.0	0.18992924690246582	0.3755221366882324	1.484375	2.2263195514678955	1.4730515480041504	0.0	1.5131511688232422	0.4525115489959717	0.7244635820388794	0.15969038009643555	1.0851569175720215	0.0	0.0	0.9792763590812683	0.0	0.758634090423584	1.2670278549194336	1.551220417022705	4.267622947692871	0.6826133728027344	1.2424073219299316	0.7684612274169922	2.4134130477905273	1.158900260925293	0.0	0.0	0.0	0.0	0.3186448812484741	0.0	2.597343921661377	1.3968722820281982	2.1476917266845703	0.4016122817993164	0.0	0.0	1.635690689086914	0.0	2.2348623275756836	1.9621691703796387	1.8085060119628906	0.752104640007019	0.0	0.0	0.0	1.854018211364746	0.5536184310913086	0.9996333122253418	1.3675670623779297	1.6844696998596191	3.35042405128479	1.9163322448730469	2.3647308349609375	0.0	0.0	1.2810258865356445	1.8977489471435547	1.3915963172912598	0.0	0.0	4.176196098327637	0.0732189416885376	1.0810003280639648	0.3787727355957031	1.3385372161865234	0.0	0.0	1.5783677101135254	0.07036256790161133	1.0698747634887695	2.1991891860961914	0.0	0.0	0.0	0.0	0.8212735652923584	0.4165229797363281	0.0	2.415236473083496	0.8300826549530029	0.8065067529678345	0.6981253623962402	0.0	1.2364416122436523	0.027513742446899414
7796806090_R03C01	0.0	0.0	1.425889015197754	0.08231687545776367	0.0	3.4840519428253174	0.0	0.3725857734680176	0.6162140369415283	0.0	0.0	1.1501054763793945	0.0	0.0	0.0	1.7242509126663208	0.0	0.0	1.3478410243988037	0.0	0.0	2.7856836318969727	2.686333179473877	4.246175289154053	0.0	0.0	0.0	3.110529899597168	0.0	0.9833667278289795	2.532924175262451	0.0	0.0	0.1429309844970703	0.0	0.0	3.2290291786193848	0.0	4.030368804931641	0.07967686653137207	1.6190681457519531	0.0	0.0	0.0	0.0	0.7787084579467773	0.0	0.0	1.7175054550170898	2.7370381355285645	1.5711674690246582	1.2389326095581055	0.0	1.5425729751586914	1.1662487983703613	0.0	3.2344136238098145	2.6103928089141846	0.0	0.0	0.0	0.0	4.147510528564453	3.235240936279297	0.0	0.9976992607116699	0.0	0.2901129722595215	0.3580598831176758	3.197183132171631	0.07538223266601562	1.177389144897461	0.0	1.7283401489257812	2.1884822845458984	1.029200553894043	2.3586034774780273	0.7586774826049805	2.198380470275879	0.3943204879760742	0.9806383848190308	1.8512535095214844	0.0	1.8248038291931152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8766212463378906	0.0	0.0	0.0	0.0	0.0	1.3816146850585938	0.0	0.0
3999997079_R01C02	1.5958895683288574	0.9420557022094727	1.6351642608642578	2.688338279724121	0.0	0.5903239250183105	0.0	0.9043941497802734	1.194309949874878	2.878483295440674	0.0	0.0	0.21413326263427734	1.0475640296936035	0.0	0.0	0.0	2.6515679359436035	1.0830936431884766	1.4095664024353027	0.2476060390472412	0.0	1.8102338314056396	0.4137672185897827	0.41402626037597656	0.0	0.0	0.0	2.20637583732605	0.0	0.7126293182373047	1.7026395797729492	0.41503095626831055	1.0106196403503418	0.7443704605102539	2.3469738960266113	1.571432113647461	0.0	0.7765312194824219	0.0	1.2504644393920898	0.0	0.8762516975402832	0.0	0.0	0.04080057144165039	1.491290807723999	1.697951316833496	0.0	0.0	0.0	0.8791828155517578	0.0	0.0	0.6369156837463379	2.382261276245117	2.976569652557373	0.0	1.947314739227295	0.0	2.6576995849609375	1.1245250701904297	1.0415291786193848	0.6773738861083984	0.856116771697998	0.6335344314575195	1.711259365081787	0.2085886001586914	0.0	0.37374863028526306	0.5899085998535156	2.5580615997314453	0.0	1.269310474395752	0.0	3.408137321472168	0.0	0.09569740295410156	0.045332908630371094	1.6709012985229492	0.0	0.0	1.0773091316223145	0.0	2.966935157775879	2.408548355102539	1.9216876029968262	0.1224966049194336	0.0	1.2159767150878906	1.5869650840759277	0.0	0.0	1.9727654457092285	0.0	0.8204364776611328	0.05032491683959961	0.0	0.6216435432434082	1.2952518463134766
7796806055_R02C01	0.0	0.8101358413696289	4.865358352661133	0.7570514678955078	0.0	0.22702550888061523	1.8996858596801758	2.040559768676758	1.1673767566680908	0.0	0.7703914642333984	0.0	0.0	0.0	0.1681661605834961	2.538849353790283	1.0694279670715332	0.8462529182434082	2.128312110900879	0.3006415367126465	0.0	1.6526374816894531	3.356369972229004	1.8500245809555054	0.0	0.6950631141662598	0.9408421516418457	0.5561782717704773	0.0	1.96614408493042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.469790458679199	2.2458343505859375	0.20569419860839844	0.09396076202392578	0.0	0.0	2.533474922180176	0.0	0.42488527297973633	0.0	0.8602180480957031	2.8139472007751465	1.0753377676010132	0.0	1.973851203918457	1.7131338119506836	0.0	2.581606864929199	0.0	0.0	2.267578601837158	0.3217048645019531	3.259114980697632	0.38886165618896484	0.0	0.0	2.0448169708251953	0.0	3.4631807804107666	1.5455799102783203	1.078824520111084	3.1888961791992188	0.0	2.424044609069824	5.797479629516602	1.4658759832382202	0.0	2.575026512145996	1.547903060913086	0.0	3.7717580795288086	4.288146018981934	0.0	0.963786244392395	0.2544722557067871	0.0	1.1906547546386719	0.1349167823791504	0.0	0.0	0.0	0.0	0.0	0.0	0.04580879211425781	0.10484051704406738	0.0	0.4661400318145752	0.0	0.0	1.9006247520446777	0.0	0.0
7796806109_R05C01	0.7705163955688477	0.8429298400878906	2.439560890197754	3.409417152404785	0.0	3.0999810695648193	0.0	1.2658138275146484	1.0178062915802002	0.9455461502075195	0.5913238525390625	0.06393051147460938	1.5113129615783691	2.157674551010132	0.0	1.4974654912948608	0.3577709197998047	0.28971433639526367	2.2880022525787354	0.24496126174926758	0.0	1.849447250366211	1.2647838592529297	1.632175087928772	0.3076200485229492	0.13902544975280762	0.06750679016113281	1.0632117986679077	0.0	0.45240968465805054	0.06078052520751953	0.9231996536254883	2.0483803749084473	2.0231571197509766	0.0	0.19196057319641113	0.9439187049865723	2.115509033203125	3.6320791244506836	0.0	0.07317256927490234	0.0	0.0	0.0	0.0	2.806025981903076	0.24066472053527832	0.6392021179199219	2.2094039916992188	1.6349376440048218	0.0	1.6726646423339844	0.41832923889160156	1.2360234260559082	3.939417839050293	0.3611640930175781	0.921572208404541	1.1542543172836304	0.012766361236572266	0.6193370819091797	1.665034294128418	0.0	0.7587356567382812	2.1554641723632812	0.6895542144775391	3.593442678451538	0.24321556091308594	3.2286901473999023	1.3295230865478516	1.2271521091461182	1.167104721069336	2.9756765365600586	0.0	0.0	1.2958507537841797	4.452725410461426	0.6236188411712646	2.463404655456543	2.45242977142334	0.0	0.8041120767593384	0.0	0.03314542770385742	1.2243728637695312	0.70050048828125	0.8033676147460938	0.1945209503173828	0.0	0.0	0.0	0.0	2.2937984466552734	0.0	2.3254499435424805	1.5050675868988037	2.1417453289031982	0.07882499694824219	1.1576919555664062	0.0	0.0
7796806090_R05C01	2.545319080352783	2.8612518310546875	3.795879364013672	1.8283581733703613	1.2997989654541016	0.9624485969543457	0.0	3.406545639038086	3.081455945968628	1.1312060356140137	0.0	0.0	0.07694387435913086	2.1026194095611572	1.8244876861572266	0.0	2.7589993476867676	0.7162142992019653	3.400038957595825	2.6515231132507324	0.0	0.45946598052978516	1.6501860618591309	0.5356217622756958	0.0	1.7423954010009766	0.0	0.0	0.9040343761444092	0.0	0.0	1.951333999633789	0.5322003364562988	2.311594009399414	1.1291704177856445	0.9924492239952087	0.9532365798950195	0.0	1.242182731628418	0.0	0.0	0.0	0.0	0.0	0.0	2.4998555183410645	1.5860803127288818	3.178042411804199	0.1506791114807129	0.0	0.0	2.64211368560791	0.0	0.0	2.7112579345703125	2.193675994873047	1.4968202114105225	0.0	1.768498420715332	0.0	2.587752342224121	0.0	2.1168861389160156	0.9559144973754883	2.3147454261779785	2.84313702583313	2.3252787590026855	1.7176322937011719	0.9995746612548828	0.006464257836341858	3.658860206604004	4.858583450317383	0.5916063785552979	0.0	1.9018402099609375	3.4974308013916016	0.0	2.2060136795043945	1.129751205444336	0.14129066467285156	0.0	0.0	1.6565346717834473	0.0	1.6004819869995117	2.5468578338623047	0.9509344100952148	0.0	0.0	0.0	0.7673096656799316	0.0	0.0	1.2957086563110352	1.3721106052398682	1.2781728506088257	0.0	0.0	1.490389347076416	0.0
9283265058_R05C02	0.01740550994873047	0.013150215148925781	2.2865962982177734	0.25310850143432617	3.748591423034668	0.20539522171020508	0.0	1.4988088607788086	0.9800026416778564	0.17473697662353516	0.0	0.0	0.0	0.0	0.20479488372802734	0.0	1.2248539924621582	2.9535815715789795	3.734555959701538	1.517026424407959	1.0346293449401855	0.0	0.602215588092804	0.0	0.0	0.0	0.0	0.0	2.044982433319092	0.0	0.0	0.5139255523681641	1.2624707221984863	0.12031793594360352	0.0	3.888781785964966	0.0	0.0	0.4012317657470703	0.0	1.3000812530517578	0.0	0.0	0.26871776580810547	0.0	0.38709354400634766	0.0	2.0968008041381836	0.02850961685180664	0.0	0.0	1.0685920715332031	0.5451490879058838	0.0	0.8068380355834961	2.362208366394043	1.8187904357910156	0.0	0.0	0.0	1.1496467590332031	3.221414089202881	0.0	0.0	0.0	0.6497910022735596	0.0	0.1555337905883789	0.05992698669433594	1.3785367012023926	2.6665849685668945	5.986143112182617	0.0	0.0	0.37695789337158203	0.9369897842407227	0.0	1.4804401397705078	0.22339820861816406	3.355306625366211	0.0	0.0	1.8532452583312988	0.0	1.0985465049743652	2.728536605834961	0.0	0.25293731689453125	0.0	0.0	0.9938907623291016	0.0	0.0	2.274914264678955	0.0	0.0	0.0	0.0	0.0	1.7416515350341797
9422491072_R06C02	0.0	0.0	2.674154281616211	0.0	0.0	2.7158119678497314	0.0	1.2867431640625	1.0759742259979248	0.0	0.0	0.0673818588256836	0.0	0.0	0.17439651489257812	1.827083706855774	0.0	0.0	1.5326173305511475	0.0	0.0	2.843276023864746	2.8258190155029297	4.316065788269043	0.0	0.0	0.0	2.3669166564941406	0.0	0.8454476594924927	1.328056812286377	0.0	0.0	0.0	0.0	0.0	2.362156391143799	0.0	3.766857147216797	0.0	0.4548377990722656	0.0	0.0	0.4726376533508301	0.0	0.769373893737793	0.0	0.0	1.2697443962097168	2.4171009063720703	0.39785075187683105	1.5751371383666992	0.0	1.8428173065185547	0.407045841217041	0.0	2.5305564403533936	2.3678946495056152	0.0	0.0	0.0	0.0	4.065539360046387	3.0469894409179688	0.0	0.3620913028717041	0.0	0.0	1.2744989395141602	2.0335354804992676	0.921198844909668	1.4063911437988281	0.0	1.076789379119873	2.844845771789551	0.9596652984619141	1.7396519184112549	0.8556880950927734	2.518832206726074	1.1952276229858398	0.9069329500198364	1.5242815017700195	0.0	1.6222710609436035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9847736358642578	0.0	0.0	0.0	0.0	0.0	1.83319091796875	0.0	0.0
