"","Var1","Var2","value"
"2413",35,9,0.40544665784692
"2414",9,35,0.40544665784692
"2415",92,66,0.405020152441227
"2416",66,92,0.405020152441227
"2417",48,29,0.404964879204642
"2418",29,48,0.404964879204642
"2419",50,26,-0.404608610063475
"2420",26,50,-0.404608610063475
"2421",57,49,-0.404583624336044
"2422",49,57,-0.404583624336044
"2423",99,87,0.404361042598834
"2424",87,99,0.404361042598834
"2425",74,68,-0.404249785799806
"2426",68,74,-0.404249785799806
"2427",56,40,-0.40398655201673
"2428",40,56,-0.40398655201673
"2429",84,5,-0.403780395121625
"2430",5,84,-0.403780395121625
"2431",46,34,0.403669654448867
"2432",34,46,0.403669654448867
"2433",38,22,0.403277382101324
"2434",22,38,0.403277382101324
"2435",11,1,-0.403090646755484
"2436",1,11,-0.403090646755484
"2437",82,57,0.403079499849532
"2438",57,82,0.403079499849532
"2439",12,9,-0.402542112697449
"2440",9,12,-0.402542112697449
"2441",75,62,-0.402441090907189
"2442",62,75,-0.402441090907189
"2443",96,33,0.40242029335232
"2444",33,96,0.40242029335232
"2445",67,40,-0.402362712971464
"2446",40,67,-0.402362712971464
"2447",70,30,0.402332289914747
"2448",30,70,0.402332289914747
"2449",95,57,-0.402265141655309
"2450",57,95,-0.402265141655309
"2451",65,59,0.402077012056018
"2452",59,65,0.402077012056018
"2453",85,18,0.402002008373487
"2454",18,85,0.402002008373487
"2455",13,3,-0.401969318543547
"2456",3,13,-0.401969318543547
"2457",84,20,-0.401774936098991
"2458",20,84,-0.401774936098991
"2459",60,10,-0.401669351582156
"2460",10,60,-0.401669351582156
"2461",38,37,-0.401541708228017
"2462",37,38,-0.401541708228017
"2463",95,4,0.401355766565746
"2464",4,95,0.401355766565746
"2465",74,46,-0.400651900037617
"2466",46,74,-0.400651900037617
"2467",81,32,-0.400643472675203
"2468",32,81,-0.400643472675203
"2469",92,8,-0.400166307917434
"2470",8,92,-0.400166307917434
"2471",78,75,0.399923314342246
"2472",75,78,0.399923314342246
"2473",39,32,-0.399779271364328
"2474",32,39,-0.399779271364328
"2475",60,46,-0.399774423976828
"2476",46,60,-0.399774423976828
"2477",86,11,-0.399466475376293
"2478",11,86,-0.399466475376293
"2479",23,13,-0.39941548215859
"2480",13,23,-0.39941548215859
"2481",87,61,0.398986719614692
"2482",61,87,0.398986719614692
"2483",77,30,0.398293586517031
"2484",30,77,0.398293586517031
"2485",24,20,-0.397981632946445
"2486",20,24,-0.397981632946445
"2487",82,71,-0.397945365055843
"2488",71,82,-0.397945365055843
"2489",77,26,-0.397878602438389
"2490",26,77,-0.397878602438389
"2491",85,76,0.397764802435915
"2492",76,85,0.397764802435915
"2493",47,36,0.397671098800562
"2494",36,47,0.397671098800562
"2495",97,34,0.397635471822588
"2496",34,97,0.397635471822588
"2497",30,27,0.397297311408816
"2498",27,30,0.397297311408816
"2499",97,92,0.397176244070462
"2500",92,97,0.397176244070462
"2501",67,12,-0.397110557876776
"2502",12,67,-0.397110557876776
"2503",98,78,0.397094047439652
"2504",78,98,0.397094047439652
"2505",39,5,-0.396950903335993
"2506",5,39,-0.396950903335993
"2507",67,30,-0.396798924800967
"2508",30,67,-0.396798924800967
"2509",69,56,-0.396689626447402
"2510",56,69,-0.396689626447402
"2511",81,13,0.396674238248334
"2512",13,81,0.396674238248334
"2513",70,16,0.396508738237178
"2514",16,70,0.396508738237178
"2515",38,33,0.396463218224143
"2516",33,38,0.396463218224143
"2517",72,54,-0.396258468493316
"2518",54,72,-0.396258468493316
"2519",78,32,-0.396050126469105
"2520",32,78,-0.396050126469105
"2521",92,83,-0.395820318033516
"2522",83,92,-0.395820318033516
"2523",79,61,-0.395786171003703
"2524",61,79,-0.395786171003703
"2525",82,32,-0.395378052296478
"2526",32,82,-0.395378052296478
"2527",68,6,0.395172565205299
"2528",6,68,0.395172565205299
"2529",83,82,-0.394705130989717
"2530",82,83,-0.394705130989717
"2531",41,19,-0.394602435569136
"2532",19,41,-0.394602435569136
"2533",93,8,-0.39445668556015
"2534",8,93,-0.39445668556015
"2535",78,46,0.394419619885329
"2536",46,78,0.394419619885329
"2537",93,56,-0.394365722877005
"2538",56,93,-0.394365722877005
"2539",91,69,-0.393946681015129
"2540",69,91,-0.393946681015129
"2541",78,47,-0.393900738372344
"2542",47,78,-0.393900738372344
"2543",100,46,-0.393886155206357
"2544",46,100,-0.393886155206357
"2545",86,9,0.393647048748883
"2546",9,86,0.393647048748883
"2547",91,61,0.393580948690532
"2548",61,91,0.393580948690532
"2549",83,43,0.393577044122587
"2550",43,83,0.393577044122587
"2551",44,24,0.393486453174161
"2552",24,44,0.393486453174161
"2553",79,27,0.393462627964486
"2554",27,79,0.393462627964486
"2555",82,41,0.393404071957445
"2556",41,82,0.393404071957445
"2557",47,44,-0.393358251736478
"2558",44,47,-0.393358251736478
"2559",66,42,0.393141785540705
"2560",42,66,0.393141785540705
"2561",81,5,-0.393033653311793
"2562",5,81,-0.393033653311793
"2563",67,53,-0.392738571433884
"2564",53,67,-0.392738571433884
"2565",11,2,-0.392708965762432
"2566",2,11,-0.392708965762432
"2567",100,50,-0.392662313076798
"2568",50,100,-0.392662313076798
"2569",12,8,-0.392651231950717
"2570",8,12,-0.392651231950717
"2571",70,13,0.392329305227355
"2572",13,70,0.392329305227355
"2573",46,14,0.392270660448792
"2574",14,46,0.392270660448792
"2575",35,14,0.392205184483819
"2576",14,35,0.392205184483819
"2577",95,74,-0.392067977666558
"2578",74,95,-0.392067977666558
"2579",85,69,-0.39188290420005
"2580",69,85,-0.39188290420005
"2581",75,64,0.391829231827111
"2582",64,75,0.391829231827111
"2583",55,11,0.391708589433475
"2584",11,55,0.391708589433475
"2585",100,98,-0.39170454422826
"2586",98,100,-0.39170454422826
"2587",97,25,0.391500836764225
"2588",25,97,0.391500836764225
"2589",60,34,-0.391475025202113
"2590",34,60,-0.391475025202113
"2591",99,17,0.391424730035876
"2592",17,99,0.391424730035876
"2593",41,22,-0.39137028013111
"2594",22,41,-0.39137028013111
"2595",58,19,-0.391298099226285
"2596",19,58,-0.391298099226285
"2597",20,10,0.391286381984669
"2598",10,20,0.391286381984669
"2599",55,14,0.391251190740721
"2600",14,55,0.391251190740721
"2601",100,75,-0.391049342221916
"2602",75,100,-0.391049342221916
"2603",20,12,-0.390825080166474
"2604",12,20,-0.390825080166474
"2605",50,6,0.390652353186274
"2606",6,50,0.390652353186274
"2607",88,18,0.390103682509366
"2608",18,88,0.390103682509366
"2609",49,9,-0.390020991276686
"2610",9,49,-0.390020991276686
"2611",53,37,-0.3897122164513
"2612",37,53,-0.3897122164513
"2613",63,57,0.389578686261206
"2614",57,63,0.389578686261206
"2615",28,26,-0.389229902896311
"2616",26,28,-0.389229902896311
"2617",79,21,-0.389198066734273
"2618",21,79,-0.389198066734273
"2619",67,56,0.389018807219886
"2620",56,67,0.389018807219886
"2621",94,34,0.388969559528293
"2622",34,94,0.388969559528293
"2623",78,54,0.38895113947657
"2624",54,78,0.38895113947657
"2625",76,47,0.388864638797383
"2626",47,76,0.388864638797383
"2627",23,14,-0.388797657698952
"2628",14,23,-0.388797657698952
"2629",100,61,0.388677033799416
"2630",61,100,0.388677033799416
"2631",66,30,0.388626635875969
"2632",30,66,0.388626635875969
"2633",92,5,-0.388532367222099
"2634",5,92,-0.388532367222099
"2635",65,40,-0.388355161667302
"2636",40,65,-0.388355161667302
"2637",60,50,0.388286387714157
"2638",50,60,0.388286387714157
"2639",93,11,0.388268675039787
"2640",11,93,0.388268675039787
"2641",44,13,-0.387845120985585
"2642",13,44,-0.387845120985585
"2643",63,15,0.387578882199036
"2644",15,63,0.387578882199036
"2645",100,84,-0.387499848045855
"2646",84,100,-0.387499848045855
"2647",42,30,0.387359337658417
"2648",30,42,0.387359337658417
"2649",57,13,-0.387231589980282
"2650",13,57,-0.387231589980282
"2651",82,30,0.386902979927827
"2652",30,82,0.386902979927827
"2653",88,78,-0.386569524071763
"2654",78,88,-0.386569524071763
"2655",93,12,0.386502073407658
"2656",12,93,0.386502073407658
"2657",75,25,-0.386407691499578
"2658",25,75,-0.386407691499578
"2659",65,10,0.38577088023939
"2660",10,65,0.38577088023939
"2661",99,5,0.385649783909692
"2662",5,99,0.385649783909692
"2663",77,6,0.385649003120358
"2664",6,77,0.385649003120358
"2665",71,30,-0.385608482389923
"2666",30,71,-0.385608482389923
"2667",67,16,-0.385604933786375
"2668",16,67,-0.385604933786375
"2669",84,54,0.385507686844386
"2670",54,84,0.385507686844386
"2671",79,32,-0.385399243978847
"2672",32,79,-0.385399243978847
"2673",56,11,-0.38525032566923
"2674",11,56,-0.38525032566923
"2675",82,20,-0.385242151941554
"2676",20,82,-0.385242151941554
"2677",75,13,-0.385183209801048
"2678",13,75,-0.385183209801048
"2679",93,2,-0.384960556795954
"2680",2,93,-0.384960556795954
"2681",77,72,-0.384817150660742
"2682",72,77,-0.384817150660742
"2683",29,20,0.38468827423666
"2684",20,29,0.38468827423666
"2685",85,82,-0.38463887431415
"2686",82,85,-0.38463887431415
"2687",83,34,0.384068366191328
"2688",34,83,0.384068366191328
"2689",70,10,-0.384020180661026
"2690",10,70,-0.384020180661026
"2691",96,44,-0.38388181848432
"2692",44,96,-0.38388181848432
"2693",81,8,-0.383617506097579
"2694",8,81,-0.383617506097579
"2695",36,24,-0.383490847530036
"2696",24,36,-0.383490847530036
"2697",85,20,0.383140832442276
"2698",20,85,0.383140832442276
"2699",71,67,0.382782992514286
"2700",67,71,0.382782992514286
"2701",93,92,0.382780748825914
"2702",92,93,0.382780748825914
"2703",91,32,0.382754668473984
"2704",32,91,0.382754668473984
"2705",85,60,-0.382575616366328
"2706",60,85,-0.382575616366328
"2707",86,67,0.382203008586982
"2708",67,86,0.382203008586982
"2709",83,61,0.381876117971886
"2710",61,83,0.381876117971886
"2711",69,57,-0.381692018606899
"2712",57,69,-0.381692018606899
"2713",24,4,-0.381637236289068
"2714",4,24,-0.381637236289068
"2715",61,48,0.381397710178541
"2716",48,61,0.381397710178541
"2717",85,8,0.38126039357621
"2718",8,85,0.38126039357621
"2719",95,23,-0.381232783074491
"2720",23,95,-0.381232783074491
"2721",96,94,0.381166326451445
"2722",94,96,0.381166326451445
"2723",61,40,-0.380897747838536
"2724",40,61,-0.380897747838536
"2725",78,3,0.380822041619487
"2726",3,78,0.380822041619487
"2727",94,28,-0.380802204812383
"2728",28,94,-0.380802204812383
"2729",47,5,0.380531651052963
"2730",5,47,0.380531651052963
"2731",30,26,-0.380366074772211
"2732",26,30,-0.380366074772211
"2733",68,44,-0.380226822940912
"2734",44,68,-0.380226822940912
"2735",41,17,-0.379981986535457
"2736",17,41,-0.379981986535457
"2737",69,44,0.379921607335254
"2738",44,69,0.379921607335254
"2739",92,38,0.379724772258787
"2740",38,92,0.379724772258787
"2741",33,17,-0.379694466793318
"2742",17,33,-0.379694466793318
"2743",46,17,0.37963899656911
"2744",17,46,0.37963899656911
"2745",40,16,0.379252684091873
"2746",16,40,0.379252684091873
"2747",40,8,-0.378727761849775
"2748",8,40,-0.378727761849775
"2749",72,71,0.378697253579689
"2750",71,72,0.378697253579689
"2751",91,90,0.37862343159321
"2752",90,91,0.37862343159321
"2753",15,9,0.378575313241641
"2754",9,15,0.378575313241641
"2755",62,38,-0.378457275412282
"2756",38,62,-0.378457275412282
"2757",87,43,0.378452562141697
"2758",43,87,0.378452562141697
"2759",69,10,-0.378291128513377
"2760",10,69,-0.378291128513377
"2761",71,52,0.378026666829008
"2762",52,71,0.378026666829008
"2763",70,26,-0.377717243733366
"2764",26,70,-0.377717243733366
"2765",26,15,0.377463158467567
"2766",15,26,0.377463158467567
"2767",77,54,0.377133584500722
"2768",54,77,0.377133584500722
"2769",48,13,-0.376918025195962
"2770",13,48,-0.376918025195962
"2771",19,12,-0.37684384751512
"2772",12,19,-0.37684384751512
"2773",93,61,-0.376669000179987
"2774",61,93,-0.376669000179987
"2775",95,53,0.376602288312242
"2776",53,95,0.376602288312242
"2777",68,49,0.376584747962337
"2778",49,68,0.376584747962337
"2779",46,35,0.376470743189526
"2780",35,46,0.376470743189526
"2781",79,74,-0.376417920719679
"2782",74,79,-0.376417920719679
"2783",78,56,-0.376172006471518
"2784",56,78,-0.376172006471518
"2785",98,69,0.375957703181051
"2786",69,98,0.375957703181051
"2787",63,11,-0.375738106657486
"2788",11,63,-0.375738106657486
"2789",93,60,0.375660992837651
"2790",60,93,0.375660992837651
"2791",72,12,-0.375536591870025
"2792",12,72,-0.375536591870025
"2793",41,31,0.375502489163908
"2794",31,41,0.375502489163908
"2795",25,4,0.375046857912936
"2796",4,25,0.375046857912936
"2797",66,63,-0.374776891739918
"2798",63,66,-0.374776891739918
"2799",39,22,0.374667481568521
"2800",22,39,0.374667481568521
"2801",48,23,-0.374505591687475
"2802",23,48,-0.374505591687475
"2803",30,17,-0.374318369171953
"2804",17,30,-0.374318369171953
"2805",76,44,-0.374254779982394
"2806",44,76,-0.374254779982394
"2807",23,7,0.374199255375308
"2808",7,23,0.374199255375308
"2809",86,69,-0.374139592371388
"2810",69,86,-0.374139592371388
"2811",84,6,0.373922973054956
"2812",6,84,0.373922973054956
"2813",55,42,0.373852504423276
"2814",42,55,0.373852504423276
"2815",95,29,-0.373633719748058
"2816",29,95,-0.373633719748058
"2817",48,32,0.373572845924195
"2818",32,48,0.373572845924195
"2819",87,57,0.37347770579835
"2820",57,87,0.37347770579835
"2821",99,11,-0.37306216074849
"2822",11,99,-0.37306216074849
"2823",85,67,0.372496599278242
"2824",67,85,0.372496599278242
"2825",35,23,-0.372347982229988
"2826",23,35,-0.372347982229988
"2827",82,81,0.37228746983367
"2828",81,82,0.37228746983367
"2829",88,55,-0.372154616416436
"2830",55,88,-0.372154616416436
"2831",98,5,-0.372010659896332
"2832",5,98,-0.372010659896332
"2833",92,1,-0.371948670746549
"2834",1,92,-0.371948670746549
"2835",39,21,-0.37171107138208
"2836",21,39,-0.37171107138208
"2837",33,11,0.371155930349156
"2838",11,33,0.371155930349156
"2839",14,13,0.371136466814583
"2840",13,14,0.371136466814583
"2841",98,7,0.370620858578151
"2842",7,98,0.370620858578151
"2843",100,38,-0.370584263385808
"2844",38,100,-0.370584263385808
"2845",84,38,0.370555469711592
"2846",38,84,0.370555469711592
"2847",41,8,-0.370373917880567
"2848",8,41,-0.370373917880567
"2849",44,10,-0.369993706968454
"2850",10,44,-0.369993706968454
"2851",82,67,-0.369796682440941
"2852",67,82,-0.369796682440941
"2853",100,10,0.369635677774546
"2854",10,100,0.369635677774546
"2855",92,19,-0.369582373634936
"2856",19,92,-0.369582373634936
"2857",94,68,0.369389726783561
"2858",68,94,0.369389726783561
"2859",87,47,0.368921047999639
"2860",47,87,0.368921047999639
"2861",33,14,0.368756819803572
"2862",14,33,0.368756819803572
"2863",94,13,0.36840319667514
"2864",13,94,0.36840319667514
"2865",82,10,-0.368288162154526
"2866",10,82,-0.368288162154526
"2867",66,56,-0.368260074824456
"2868",56,66,-0.368260074824456
"2869",85,54,-0.367903848416043
"2870",54,85,-0.367903848416043
"2871",62,54,-0.367682643075173
"2872",54,62,-0.367682643075173
"2873",48,34,0.367536752149457
"2874",34,48,0.367536752149457
"2875",75,41,-0.367238829611397
"2876",41,75,-0.367238829611397
"2877",47,11,-0.367083489918432
"2878",11,47,-0.367083489918432
"2879",37,4,-0.367016308680119
"2880",4,37,-0.367016308680119
"2881",82,31,0.366993162083376
"2882",31,82,0.366993162083376
"2883",93,65,-0.366760009390472
"2884",65,93,-0.366760009390472
"2885",83,11,-0.36671624156923
"2886",11,83,-0.36671624156923
"2887",70,12,0.366676943478626
"2888",12,70,0.366676943478626
"2889",92,26,-0.366503173321574
"2890",26,92,-0.366503173321574
"2891",86,44,-0.366395923777559
"2892",44,86,-0.366395923777559
"2893",21,18,0.366378102606998
"2894",18,21,0.366378102606998
"2895",76,1,0.36635451075937
"2896",1,76,0.36635451075937
"2897",59,16,-0.366129295983157
"2898",16,59,-0.366129295983157
"2899",15,10,-0.366004278426732
"2900",10,15,-0.366004278426732
"2901",85,40,-0.365996763360819
"2902",40,85,-0.365996763360819
"2903",71,24,-0.365862938083827
"2904",24,71,-0.365862938083827
"2905",65,19,0.365747050048516
"2906",19,65,0.365747050048516
"2907",30,23,0.365381011126146
"2908",23,30,0.365381011126146
"2909",95,91,-0.365191972833266
"2910",91,95,-0.365191972833266
"2911",90,58,-0.36510076362511
"2912",58,90,-0.36510076362511
"2913",75,63,0.365051081509416
"2914",63,75,0.365051081509416
"2915",99,82,-0.365018430607468
"2916",82,99,-0.365018430607468
"2917",61,44,-0.36489980092437
"2918",44,61,-0.36489980092437
"2919",12,2,-0.364788004378569
"2920",2,12,-0.364788004378569
"2921",68,52,-0.364554955806298
"2922",52,68,-0.364554955806298
"2923",84,26,-0.364339354834262
"2924",26,84,-0.364339354834262
"2925",87,1,0.364255122496768
"2926",1,87,0.364255122496768
"2927",48,11,-0.364222764565095
"2928",11,48,-0.364222764565095
"2929",90,16,-0.363964828204918
"2930",16,90,-0.363964828204918
"2931",93,71,-0.363767786615024
"2932",71,93,-0.363767786615024
"2933",88,66,-0.3634756125431
"2934",66,88,-0.3634756125431
"2935",39,8,-0.363392697131355
"2936",8,39,-0.363392697131355
"2937",75,54,0.363374624675364
"2938",54,75,0.363374624675364
"2939",49,27,0.363282798546989
"2940",27,49,0.363282798546989
"2941",94,16,-0.363143758133869
"2942",16,94,-0.363143758133869
"2943",64,62,-0.363103214899608
"2944",62,64,-0.363103214899608
"2945",36,28,-0.362985147338508
"2946",28,36,-0.362985147338508
"2947",71,69,0.362851847891483
"2948",69,71,0.362851847891483
"2949",49,26,-0.362780220583664
"2950",26,49,-0.362780220583664
"2951",47,4,0.362311243425729
"2952",4,47,0.362311243425729
"2953",69,17,0.362051948615181
"2954",17,69,0.362051948615181
"2955",88,46,-0.362043030438117
"2956",46,88,-0.362043030438117
"2957",71,25,-0.361955789473132
"2958",25,71,-0.361955789473132
"2959",74,37,0.36194253898333
"2960",37,74,0.36194253898333
"2961",72,46,-0.361732430184416
"2962",46,72,-0.361732430184416
"2963",78,72,0.361609502217773
"2964",72,78,0.361609502217773
"2965",69,38,0.361568443300441
"2966",38,69,0.361568443300441
"2967",74,29,0.361552150895005
"2968",29,74,0.361552150895005
"2969",97,70,0.361519246998979
"2970",70,97,0.361519246998979
"2971",85,52,-0.361488416820979
"2972",52,85,-0.361488416820979
"2973",74,19,-0.361031600686776
"2974",19,74,-0.361031600686776
"2975",28,14,-0.360799627734474
"2976",14,28,-0.360799627734474
"2977",84,71,-0.360738907722097
"2978",71,84,-0.360738907722097
"2979",84,22,0.360671257513633
"2980",22,84,0.360671257513633
"2981",56,27,-0.36063901138408
"2982",27,56,-0.36063901138408
"2983",98,8,-0.360383959687596
"2984",8,98,-0.360383959687596
"2985",86,34,0.360255692097882
"2986",34,86,0.360255692097882
"2987",98,20,-0.360031814044548
"2988",20,98,-0.360031814044548
"2989",97,49,0.360019805102603
"2990",49,97,0.360019805102603
"2991",79,43,-0.359955650465423
"2992",43,79,-0.359955650465423
"2993",57,22,-0.359616558610041
"2994",22,57,-0.359616558610041
"2995",95,14,0.3594096224007
"2996",14,95,0.3594096224007
"2997",83,17,0.359222071134608
"2998",17,83,0.359222071134608
"2999",92,80,-0.359216805702303
"3000",80,92,-0.359216805702303
"3001",18,10,0.359148470966345
"3002",10,18,0.359148470966345
"3003",81,33,0.358896146479305
"3004",33,81,0.358896146479305
"3005",83,32,0.358635467949441
"3006",32,83,0.358635467949441
"3007",93,9,-0.358590135506618
"3008",9,93,-0.358590135506618
"3009",69,66,0.358517174405188
"3010",66,69,0.358517174405188
"3011",92,30,0.358325755004178
"3012",30,92,0.358325755004178
"3013",64,39,0.358273016447087
"3014",39,64,0.358273016447087
"3015",16,11,0.358237552842412
"3016",11,16,0.358237552842412
"3017",94,19,-0.35802454226197
"3018",19,94,-0.35802454226197
"3019",67,11,-0.357963649517806
"3020",11,67,-0.357963649517806
"3021",92,3,-0.357961766544734
"3022",3,92,-0.357961766544734
"3023",69,64,0.357838298408936
"3024",64,69,0.357838298408936
"3025",72,20,0.357586917247545
"3026",20,72,0.357586917247545
"3027",63,49,-0.357567383147342
"3028",49,63,-0.357567383147342
"3029",82,37,0.357567230786661
"3030",37,82,0.357567230786661
"3031",96,82,-0.357433890912782
"3032",82,96,-0.357433890912782
"3033",92,85,-0.357419374258675
"3034",85,92,-0.357419374258675
"3035",100,28,-0.357343695324307
"3036",28,100,-0.357343695324307
"3037",55,25,0.357323948308211
"3038",25,55,0.357323948308211
"3039",100,30,-0.357288365505848
"3040",30,100,-0.357288365505848
"3041",82,63,0.357206623358485
"3042",63,82,0.357206623358485
"3043",98,23,0.357150406535652
"3044",23,98,0.357150406535652
"3045",19,4,-0.357140019667372
"3046",4,19,-0.357140019667372
"3047",82,66,-0.357129264443153
"3048",66,82,-0.357129264443153
"3049",61,53,-0.357094815232586
"3050",53,61,-0.357094815232586
"3051",95,6,0.356812382756774
"3052",6,95,0.356812382756774
"3053",45,44,0.356505125987888
"3054",44,45,0.356505125987888
"3055",57,27,-0.356459046745046
"3056",27,57,-0.356459046745046
"3057",91,23,-0.356456717120022
"3058",23,91,-0.356456717120022
"3059",78,61,-0.356271173773465
"3060",61,78,-0.356271173773465
"3061",48,31,-0.356203883921848
"3062",31,48,-0.356203883921848
"3063",44,32,-0.356162588445552
"3064",32,44,-0.356162588445552
"3065",56,44,-0.35592296300486
"3066",44,56,-0.35592296300486
"3067",30,19,-0.355360838517632
"3068",19,30,-0.355360838517632
"3069",68,42,0.355291134194727
"3070",42,68,0.355291134194727
"3071",35,29,0.35513069100652
"3072",29,35,0.35513069100652
"3073",85,83,0.354883112431176
"3074",83,85,0.354883112431176
"3075",80,13,-0.354831185224156
"3076",13,80,-0.354831185224156
"3077",87,54,-0.354506089141263
"3078",54,87,-0.354506089141263
"3079",31,17,-0.354220616029904
"3080",17,31,-0.354220616029904
"3081",75,2,0.354209474118094
"3082",2,75,0.354209474118094
"3083",44,1,-0.353999581241159
"3084",1,44,-0.353999581241159
"3085",69,16,0.353828768134517
"3086",16,69,0.353828768134517
"3087",86,38,-0.35371966797458
"3088",38,86,-0.35371966797458
"3089",58,38,0.353340890590282
"3090",38,58,0.353340890590282
"3091",8,3,0.352950437933256
"3092",3,8,0.352950437933256
"3093",65,41,-0.352833294690611
"3094",41,65,-0.352833294690611
"3095",67,9,0.35270997927866
"3096",9,67,0.35270997927866
"3097",49,24,0.352540741569514
"3098",24,49,0.352540741569514
"3099",76,24,-0.352387433784791
"3100",24,76,-0.352387433784791
"3101",92,40,0.352369724620889
"3102",40,92,0.352369724620889
"3103",66,21,-0.352296060941137
"3104",21,66,-0.352296060941137
"3105",92,87,-0.352052154808168
"3106",87,92,-0.352052154808168
"3107",59,37,0.35186510395173
"3108",37,59,0.35186510395173
"3109",55,53,0.351471547280168
"3110",53,55,0.351471547280168
"3111",80,54,-0.351248643523454
"3112",54,80,-0.351248643523454
"3113",41,20,-0.351179881263371
"3114",20,41,-0.351179881263371
"3115",77,5,-0.35091595890595
"3116",5,77,-0.35091595890595
"3117",99,43,0.35087616368456
"3118",43,99,0.35087616368456
"3119",25,17,-0.350827185700379
"3120",17,25,-0.350827185700379
"3121",40,9,-0.350786901638671
"3122",9,40,-0.350786901638671
"3123",94,58,-0.350715052691317
"3124",58,94,-0.350715052691317
"3125",50,11,0.350598824301033
"3126",11,50,0.350598824301033
"3127",52,12,-0.350530781606966
"3128",12,52,-0.350530781606966
"3129",87,70,-0.350340966227446
"3130",70,87,-0.350340966227446
"3131",93,85,-0.350292002800479
"3132",85,93,-0.350292002800479
"3133",37,28,0.350151986742532
"3134",28,37,0.350151986742532
"3135",58,42,0.349955127100289
"3136",42,58,0.349955127100289
"3137",92,46,0.349841791969692
"3138",46,92,0.349841791969692
"3139",98,87,-0.34982821106628
"3140",87,98,-0.34982821106628
"3141",91,27,-0.349815119222206
"3142",27,91,-0.349815119222206
"3143",54,15,0.349675415634737
"3144",15,54,0.349675415634737
"3145",74,17,-0.349663443878365
"3146",17,74,-0.349663443878365
"3147",76,57,-0.349546501648942
"3148",57,76,-0.349546501648942
"3149",93,67,-0.349429570638336
"3150",67,93,-0.349429570638336
"3151",65,29,0.349262038422723
"3152",29,65,0.349262038422723
"3153",66,25,0.349126618657472
"3154",25,66,0.349126618657472
"3155",69,47,-0.349075285747478
"3156",47,69,-0.349075285747478
"3157",80,16,-0.349061357394887
"3158",16,80,-0.349061357394887
"3159",71,13,-0.349035128062014
"3160",13,71,-0.349035128062014
"3161",90,84,-0.348869842094862
"3162",84,90,-0.348869842094862
"3163",73,72,0.348295119361928
"3164",72,73,0.348295119361928
"3165",67,17,0.348208032149488
"3166",17,67,0.348208032149488
"3167",68,34,0.347850613221089
"3168",34,68,0.347850613221089
"3169",40,10,-0.347537911582899
"3170",10,40,-0.347537911582899
"3171",75,19,0.347488016198618
"3172",19,75,0.347488016198618
"3173",74,51,0.347416191762849
"3174",51,74,0.347416191762849
"3175",69,32,-0.347407991782398
"3176",32,69,-0.347407991782398
"3177",84,60,0.347341411123068
"3178",60,84,0.347341411123068
"3179",66,16,0.347175826468422
"3180",16,66,0.347175826468422
"3181",52,10,-0.346540424665603
"3182",10,52,-0.346540424665603
"3183",87,18,0.346489158001034
"3184",18,87,0.346489158001034
"3185",87,79,-0.346265591258051
"3186",79,87,-0.346265591258051
"3187",15,2,0.346096311273655
"3188",2,15,0.346096311273655
"3189",99,34,0.346025430444412
"3190",34,99,0.346025430444412
"3191",66,46,0.345994143455391
"3192",46,66,0.345994143455391
"3193",82,46,-0.3458260724441
"3194",46,82,-0.3458260724441
"3195",60,5,-0.345820786808996
"3196",5,60,-0.345820786808996
"3197",62,49,-0.345820426139402
"3198",49,62,-0.345820426139402
"3199",95,92,0.345300296935449
"3200",92,95,0.345300296935449
"3201",86,78,-0.344945196319106
"3202",78,86,-0.344945196319106
"3203",93,38,0.34493642964195
"3204",38,93,0.34493642964195
"3205",93,73,0.344932050603806
"3206",73,93,0.344932050603806
"3207",47,40,-0.344460732214846
"3208",40,47,-0.344460732214846
"3209",100,95,-0.344454431184485
"3210",95,100,-0.344454431184485
"3211",97,42,0.344436383841919
"3212",42,97,0.344436383841919
"3213",14,10,0.34443635806573
"3214",10,14,0.34443635806573
"3215",69,30,0.344381288574787
"3216",30,69,0.344381288574787
"3217",70,20,-0.344357210682743
"3218",20,70,-0.344357210682743
"3219",69,46,0.344301367816808
"3220",46,69,0.344301367816808
"3221",96,46,0.344273206382249
"3222",46,96,0.344273206382249
"3223",86,14,0.34372651082549
"3224",14,86,0.34372651082549
"3225",82,34,-0.343705113642232
"3226",34,82,-0.343705113642232
"3227",68,24,-0.34370480343582
"3228",24,68,-0.34370480343582
"3229",69,55,0.343625402382407
"3230",55,69,0.343625402382407
"3231",75,7,0.343494629921644
"3232",7,75,0.343494629921644
"3233",29,3,-0.343400402563659
"3234",3,29,-0.343400402563659
"3235",27,10,-0.342775265790177
"3236",10,27,-0.342775265790177
"3237",76,28,-0.342663874373703
"3238",28,76,-0.342663874373703
"3239",67,10,0.342618010845895
"3240",10,67,0.342618010845895
"3241",91,11,-0.342446229168006
"3242",11,91,-0.342446229168006
"3243",93,57,-0.342052325381908
"3244",57,93,-0.342052325381908
"3245",83,10,0.341906558578637
"3246",10,83,0.341906558578637
"3247",86,76,0.341793584209565
"3248",76,86,0.341793584209565
"3249",21,16,-0.341784667355746
"3250",16,21,-0.341784667355746
"3251",29,5,0.341686173970244
"3252",5,29,0.341686173970244
"3253",59,53,-0.341158649385143
"3254",53,59,-0.341158649385143
"3255",25,15,-0.341138482736769
"3256",15,25,-0.341138482736769
"3257",91,55,-0.341135582553023
