"","Var1","Var2","value"
"579",70,2,-0.673247199011753
"580",2,70,-0.673247199011753
"581",48,19,0.673054182929164
"582",19,48,0.673054182929164
"583",49,39,0.672951093336653
"584",39,49,0.672951093336653
"585",78,38,0.672946255353978
"586",38,78,0.672946255353978
"587",87,85,0.6707024299053
"588",85,87,0.6707024299053
"589",46,6,0.670331488226882
"590",6,46,0.670331488226882
"591",39,29,-0.669945946782902
"592",29,39,-0.669945946782902
"593",83,79,-0.669501483538562
"594",79,83,-0.669501483538562
"595",32,1,0.668411072193522
"596",1,32,0.668411072193522
"597",86,85,0.668361403634081
"598",85,86,0.668361403634081
"599",60,58,0.667404096644787
"600",58,60,0.667404096644787
"601",80,29,0.667026006434778
"602",29,80,0.667026006434778
"603",65,30,-0.666097465940496
"604",30,65,-0.666097465940496
"605",85,58,-0.665508917917252
"606",58,85,-0.665508917917252
"607",60,16,0.665169184826365
"608",16,60,0.665169184826365
"609",96,76,0.664934009758331
"610",76,96,0.664934009758331
"611",56,24,-0.664760576336924
"612",24,56,-0.664760576336924
"613",67,26,0.663931927220065
"614",26,67,0.663931927220065
"615",85,56,0.662565275778667
"616",56,85,0.662565275778667
"617",79,39,0.66226635585237
"618",39,79,0.66226635585237
"619",99,58,-0.661824535206857
"620",58,99,-0.661824535206857
"621",40,13,0.660829563076427
"622",13,40,0.660829563076427
"623",47,29,0.66052653135421
"624",29,47,0.66052653135421
"625",31,12,0.660325612852477
"626",12,31,0.660325612852477
"627",50,49,0.659558279626569
"628",49,50,0.659558279626569
"629",83,49,-0.659357340905705
"630",49,83,-0.659357340905705
"631",53,30,0.658672239729091
"632",30,53,0.658672239729091
"633",61,16,-0.658379776067986
"634",16,61,-0.658379776067986
"635",99,91,0.658078511875026
"636",91,99,0.658078511875026
"637",84,47,-0.657214191579547
"638",47,84,-0.657214191579547
"639",47,10,0.657122169720972
"640",10,47,0.657122169720972
"641",80,55,-0.656791877935076
"642",55,80,-0.656791877935076
"643",92,77,0.656658057754841
"644",77,92,0.656658057754841
"645",85,50,-0.656432906535165
"646",50,85,-0.656432906535165
"647",9,8,0.655901327714241
"648",8,9,0.655901327714241
"649",48,30,-0.655727897553085
"650",30,48,-0.655727897553085
"651",16,10,-0.655708455805427
"652",10,16,-0.655708455805427
"653",86,2,0.65438615890137
"654",2,86,0.65438615890137
"655",88,74,0.653583270677038
"656",74,88,0.653583270677038
"657",47,30,-0.653394135224465
"658",30,47,-0.653394135224465
"659",70,67,-0.653186155603097
"660",67,70,-0.653186155603097
"661",98,27,0.653005442336436
"662",27,98,0.653005442336436
"663",76,61,0.650923777694062
"664",61,76,0.650923777694062
"665",86,20,0.650346196620001
"666",20,86,0.650346196620001
"667",86,8,0.649652037655425
"668",8,86,0.649652037655425
"669",47,2,0.647905609082226
"670",2,47,0.647905609082226
"671",47,28,-0.647466534991025
"672",28,47,-0.647466534991025
"673",46,22,0.647441969294486
"674",22,46,0.647441969294486
"675",24,16,0.647200924347917
"676",16,24,0.647200924347917
"677",71,9,0.646581140203897
"678",9,71,0.646581140203897
"679",78,66,0.64584446180451
"680",66,78,0.64584446180451
"681",76,68,0.645495868484893
"682",68,76,0.645495868484893
"683",91,1,0.645412645020717
"684",1,91,0.645412645020717
"685",70,65,-0.645309730867494
"686",65,70,-0.645309730867494
"687",58,10,-0.644661000322972
"688",10,58,-0.644661000322972
"689",84,30,0.644520248995057
"690",30,84,0.644520248995057
"691",33,4,0.644508430844078
"692",4,33,0.644508430844078
"693",35,16,-0.644134347758466
"694",16,35,-0.644134347758466
"695",96,68,0.643892888010568
"696",68,96,0.643892888010568
"697",50,30,0.643561255812046
"698",30,50,0.643561255812046
"699",56,36,0.642102090104026
"700",36,56,0.642102090104026
"701",20,9,0.642093264126935
"702",9,20,0.642093264126935
"703",66,57,-0.641702117282466
"704",57,66,-0.641702117282466
"705",86,81,-0.641557846880526
"706",81,86,-0.641557846880526
"707",81,1,-0.640303582418673
"708",1,81,-0.640303582418673
"709",63,37,0.639579517359155
"710",37,63,0.639579517359155
"711",58,35,-0.638995653534549
"712",35,58,-0.638995653534549
"713",49,35,-0.638421494902501
"714",35,49,-0.638421494902501
"715",62,29,0.638292076163472
"716",29,62,0.638292076163472
"717",61,50,-0.638215031991174
"718",50,61,-0.638215031991174
"719",48,28,-0.63683375062768
"720",28,48,-0.63683375062768
"721",86,60,-0.636707618268444
"722",60,86,-0.636707618268444
"723",91,50,-0.636120602932034
"724",50,91,-0.636120602932034
"725",93,49,0.635880226904932
"726",49,93,0.635880226904932
"727",85,84,-0.635435550199763
"728",84,85,-0.635435550199763
"729",68,4,0.635112008546625
"730",4,68,0.635112008546625
"731",79,47,-0.634876415632169
"732",47,79,-0.634876415632169
"733",81,2,-0.634785482513215
"734",2,81,-0.634785482513215
"735",70,50,0.633770964122939
"736",50,70,0.633770964122939
"737",61,28,-0.633711482837637
"738",28,61,-0.633711482837637
"739",49,29,-0.633266118354683
"740",29,49,-0.633266118354683
"741",99,50,-0.632893548037952
"742",50,99,-0.632893548037952
"743",56,10,0.632839446050521
"744",10,56,0.632839446050521
"745",81,56,-0.6326470921352
"746",56,81,-0.6326470921352
"747",93,13,0.632392022048542
"748",13,93,0.632392022048542
"749",66,49,0.632179666757115
"750",49,66,0.632179666757115
"751",58,29,-0.631477641532012
"752",29,58,-0.631477641532012
"753",82,23,0.631206523830347
"754",23,82,0.631206523830347
"755",83,30,-0.631087992176379
"756",30,83,-0.631087992176379
"757",61,30,-0.630947942411607
"758",30,61,-0.630947942411607
"759",85,29,0.630143945060115
"760",29,85,0.630143945060115
"761",84,65,-0.629915811568105
"762",65,84,-0.629915811568105
"763",70,1,-0.629825303745697
"764",1,70,-0.629825303745697
"765",85,28,-0.629201879621534
"766",28,85,-0.629201879621534
"767",86,10,0.628799361893196
"768",10,86,0.628799361893196
"769",98,49,0.627677810300126
"770",49,98,0.627677810300126
"771",57,38,-0.627534888387691
"772",38,57,-0.627534888387691
"773",83,35,0.627361786172447
"774",35,83,0.627361786172447
"775",96,13,0.627131905052858
"776",13,96,0.627131905052858
"777",20,8,0.627072038776971
"778",8,20,0.627072038776971
"779",80,66,-0.626997365979576
"780",66,80,-0.626997365979576
"781",84,81,0.626701916614141
"782",81,84,0.626701916614141
"783",98,47,-0.62653321025653
"784",47,98,-0.62653321025653
"785",71,19,0.626485987313641
"786",19,71,0.626485987313641
"787",67,28,-0.62624233935296
"788",28,67,-0.62624233935296
"789",96,55,0.625968514505011
"790",55,96,0.625968514505011
"791",32,29,0.625756673343135
"792",29,32,0.625756673343135
"793",17,2,0.625424562603305
"794",2,17,0.625424562603305
"795",79,35,-0.624736232409513
"796",35,79,-0.624736232409513
"797",98,1,-0.624298556366411
"798",1,98,-0.624298556366411
"799",49,48,-0.624154708742557
"800",48,49,-0.624154708742557
"801",49,38,0.623937165961954
"802",38,49,0.623937165961954
"803",32,16,-0.623900014213157
"804",16,32,-0.623900014213157
"805",90,10,0.623500953483614
"806",10,90,0.623500953483614
"807",28,16,0.622007095014577
"808",16,28,0.622007095014577
"809",28,8,-0.622000547140246
"810",8,28,-0.622000547140246
"811",52,19,0.621993558388642
"812",19,52,0.621993558388642
"813",83,28,-0.621888397567744
"814",28,83,-0.621888397567744
"815",40,11,0.621643982413286
"816",11,40,0.621643982413286
"817",99,49,-0.62044193893976
"818",49,99,-0.62044193893976
"819",99,26,0.620077089250666
"820",26,99,0.620077089250666
"821",58,32,-0.61954323114233
"822",32,58,-0.61954323114233
"823",24,23,0.618941368332036
"824",23,24,0.618941368332036
"825",40,30,0.617613297335483
"826",30,40,0.617613297335483
"827",60,56,-0.617560078344255
"828",56,60,-0.617560078344255
"829",80,78,-0.617449413422082
"830",78,80,-0.617449413422082
"831",93,30,0.617034902448162
"832",30,93,0.617034902448162
"833",86,36,0.616529558670763
"834",36,86,0.616529558670763
"835",8,5,0.61616677596581
"836",5,8,0.61616677596581
"837",79,1,-0.616129137021065
"838",1,79,-0.616129137021065
"839",86,77,-0.61588253572756
"840",77,86,-0.61588253572756
"841",81,65,-0.615730219548795
"842",65,81,-0.615730219548795
"843",91,84,-0.615391284617755
"844",84,91,-0.615391284617755
"845",34,23,-0.614797577275538
"846",23,34,-0.614797577275538
"847",67,50,-0.613817284611934
"848",50,67,-0.613817284611934
"849",81,39,0.613664789674991
"850",39,81,0.613664789674991
"851",84,83,-0.613541328531664
"852",83,84,-0.613541328531664
"853",81,28,0.613125227313457
"854",28,81,0.613125227313457
"855",18,6,-0.6126255156008
"856",6,18,-0.6126255156008
"857",61,4,0.612388727530709
"858",4,61,0.612388727530709
"859",86,35,0.612081905016021
"860",35,86,0.612081905016021
"861",55,38,0.612010675739346
"862",38,55,0.612010675739346
"863",82,50,0.611381365443481
"864",50,82,0.611381365443481
"865",60,1,-0.611164872874823
"866",1,60,-0.611164872874823
"867",52,4,-0.610884669222862
"868",4,52,-0.610884669222862
"869",49,11,0.610744477712742
"870",11,49,0.610744477712742
"871",50,10,-0.610149083717178
"872",10,50,-0.610149083717178
"873",99,79,-0.609636582448953
"874",79,99,-0.609636582448953
"875",71,20,0.609444166176964
"876",20,71,0.609444166176964
"877",30,2,-0.60903648096417
"878",2,30,-0.60903648096417
"879",71,5,0.608743312805973
"880",5,71,0.608743312805973
"881",99,47,0.608088981130812
"882",47,99,0.608088981130812
"883",77,1,-0.607831967349923
"884",1,77,-0.607831967349923
"885",51,31,0.607296137657184
"886",31,51,0.607296137657184
"887",78,74,-0.606687038440033
"888",74,78,-0.606687038440033
"889",81,67,-0.605101863111356
"890",67,81,-0.605101863111356
"891",13,4,0.604829342581853
"892",4,13,0.604829342581853
"893",83,81,-0.60376141684382
"894",81,83,-0.60376141684382
"895",100,56,0.603694669416688
"896",56,100,0.603694669416688
"897",47,8,0.603182414820847
"898",8,47,0.603182414820847
"899",94,14,0.603147674610016
"900",14,94,0.603147674610016
"901",99,16,-0.602563043998316
"902",16,99,-0.602563043998316
"903",24,1,-0.602398720863606
"904",1,24,-0.602398720863606
"905",83,39,-0.602021364655145
"906",39,83,-0.602021364655145
"907",82,58,0.601970761410232
"908",58,82,0.601970761410232
"909",56,2,0.601691239540123
"910",2,56,0.601691239540123
"911",36,6,-0.600497273826475
"912",6,36,-0.600497273826475
"913",47,39,-0.600448931010784
"914",39,47,-0.600448931010784
"915",69,36,-0.599711184768775
"916",36,69,-0.599711184768775
"917",88,80,0.598914156121657
"918",80,88,0.598914156121657
"919",77,56,-0.598241892775767
"920",56,77,-0.598241892775767
"921",84,10,-0.597478040974577
"922",10,84,-0.597478040974577
"923",85,30,-0.597075980669437
"924",30,85,-0.597075980669437
"925",99,81,-0.596659451316939
"926",81,99,-0.596659451316939
"927",76,32,0.59652983740979
"928",32,76,0.59652983740979
"929",92,50,0.59636727522101
"930",50,92,0.59636727522101
"931",82,77,0.595694821944451
"932",77,82,0.595694821944451
"933",50,29,-0.595652945034245
"934",29,50,-0.595652945034245
"935",56,8,0.595378333101616
"936",8,56,0.595378333101616
"937",79,50,0.595347991041233
"938",50,79,0.595347991041233
"939",26,2,0.595063859868838
"940",2,26,0.595063859868838
"941",67,48,0.594948769129926
"942",48,67,0.594948769129926
"943",27,16,0.594868234808306
"944",16,27,0.594868234808306
"945",81,53,0.59478280239357
"946",53,81,0.59478280239357
"947",96,95,0.594514536796118
"948",95,96,0.594514536796118
"949",100,86,0.594351854436943
"950",86,100,0.594351854436943
"951",98,91,-0.594186320404278
